mu_s,mu_θ,mu_c,mu_∆c,mu_v_x,mu_v_y,mu_t_v,mu_t_a,mu_t_j,mu_ω,std_s,std_θ,std_c,std_∆c,std_v_x,std_v_y,std_t_v,std_t_a,std_t_j,std_ω,min_s,min_θ,min_c,min_∆c,min_v_x,min_v_y,min_t_v,min_t_a,min_t_j,min_ω,max_s,max_θ,max_c,max_∆c,max_v_x,max_v_y,max_t_v,max_t_a,max_t_j,max_ω,maxMinusMin_s,maxMinusMin_θ,maxMinusMin_c,maxMinusMin_∆c,maxMinusMin_v_x,maxMinusMin_v_y,maxMinusMin_t_v,maxMinusMin_t_a,maxMinusMin_t_j,maxMinusMin_ω
465.4194121476088,0.0,26.03104355787511,131.38213990084265,929.9192913639523,1099.2982332174086,499.60976797983915,19872.287679949975,514376.224385635,0.0,180.43460254666863,4.616497910977905,0.9090246753236679,0.428623660966157,452.29622168460656,240.2613952140968,502.2559857153311,6264.709593308627,73267.19765609532,5.47659002469855,1.0,0.0,171.35527241376732,1546.423920569599,9537.63441008777,16259.064516155744,1.3867017322861577,184919.02810029394,7043698.150890061,0.0,615.6687421008152,0.0,3.283868148829898,1.0777706911990415,13.820512820517006,698.9247303914508,1399.8952133404462,9577.026628823929,153173.58456465203,0.0,614.6687421008152,17.058906666777254,2.7869923047590213,1.0022253651454751,1237.5591383170308,665.6666658752688,1403.407108152458,19009.86007644404,263748.44053712167,14.099473241535236
408.76706402771254,23.31033247614489,25.368344289294246,131.28448922486888,1508.564585129491,718.9678158448182,266.4069233123441,18959.616099437208,470559.7025861563,36.12292393143127,36.997898710888244,8.534805356719891,0.613133966206446,0.6537333786823798,113.04377731797777,198.78106584954975,178.53582456991316,3645.0789490500906,105000.93497286574,11.726837582424542,365.4709290764452,17.27,169.1412739714124,1546.0690779241015,10760.165492294629,15695.564510179182,2.758003490790461,183987.09873176538,6817123.049427736,18.84,490.7962917545323,31.36611467009588,0.9991935875800377,2.570065792776755,325.3205116486416,32.25806451618203,557.5738976021777,5554.501020905477,95619.85855730851,47.17137301076845,125.32536267808712,31.155021336873133,2.7163161858640756,2.849363112220612,326.52805493829686,562.5000059765625,559.7144906556852,15919.263837054146,432769.8159921037,42.43084625230368
309.76714896445145,72.12017897839671,25.408154667116737,132.12333526402608,1352.5125144478238,768.855914968491,152.7303993261707,19396.999083908817,489163.013157037,83.30569757553755,41.55494462077126,17.061644818575015,2.9243750489046914,2.9418435644879173,65.01695784423647,174.9647677974059,181.99135265690973,3015.7580932836586,83830.06014699968,18.5932282667666,269.0074348414928,53.919623173475685,165.35949682378498,1545.8521274034047,10507.526884049239,15619.766642525145,0.7472864989311768,186451.6303707791,6838196.230420653,61.347252245331205,409.35192683069175,87.34569516982529,10.216173547838602,12.677837091739677,75.32051258614193,31.56506382316693,651.6644060549179,7428.222899165749,124862.17298793056,109.9457290666062,140.34449198919896,50.48497866312687,15.715073293750077,13.174084931880413,329.166664121186,637.604872937585,655.8157161002846,15328.454076300692,440938.9494298083,62.697950062810236
548.5582313980306,150.01571750214342,25.632630717150807,130.76733265198442,1516.9367692959527,1085.1745469244288,238.51207790701898,21012.010216174425,477062.71094568726,173.34214344779127,210.38211290918088,24.47256056673458,1.2710686700401308,1.2483024596525045,229.53073886015474,260.74725023615434,325.8251505460348,8764.821914639493,222144.15475377216,36.27992949166768,0.0,110.36285128220591,166.27303557269977,1541.9923916530815,10627.404557848451,16191.397849044628,0.9724881699130626,184726.18823923514,6108145.321948698,124.08763707600907,766.5115785165935,175.0682996099754,4.37592287823094,2.1699192136487184,1012.8205194871464,1232.2580725161372,1557.123837220554,44943.08447702068,415357.28917722544,223.00105351694916,766.5115785165935,81.76435499454676,8.961283875227616,6.525902804112589,1146.7889972229798,1266.6666751110718,1561.049945594939,54568.75778569959,1461484.9740910586,113.01288968247532
743.3404521092184,196.32693727515618,27.218617016497944,131.17050777060652,1368.3477330896783,976.8432230094156,204.390941410289,19247.30276856985,506426.39948906616,249.3414723059991,7.456356889448899,6.291694769444278,3.172729659633226,0.6683070786270806,214.9550375683931,185.93715814847423,202.62096231767666,1517.4028489219277,23001.38721929351,8.448844349871761,732.942698988127,193.80561118100294,171.44350755127093,1544.9749129196318,10344.422556038387,15899.285890201545,36.557854023571664,190404.32757377092,7119775.9957537465,243.35199090003,752.947541333392,194.89109333322273,10.541572754064276,1.1764016170999942,436.81455156865394,376.52035959814907,554.9178058742153,1014.7761875479308,48119.54923228331,255.9405267584648,20.004842345265047,18.144388818997044,9.956461772489797,2.5498639410135064,853.7650311145496,703.0409210361659,523.2585483949416,4962.3101616910635,82616.56034106752,26.68800909997006
678.1688309984715,220.7387422702053,24.710336672812726,131.14848361172162,1227.0319468490427,918.3186395196961,161.46671960727537,20447.524202383607,496973.81252950634,279.12824957596933,37.34851619765665,10.76849533185697,1.3082899753074535,0.29904081489586265,293.95146933148334,56.52221553129886,297.0989976485586,1715.0570093035844,20663.038389098187,6.566018850705068,633.4303434474859,212.09189705460415,167.21361555900324,1545.7505940723538,9875.110978772615,16182.795698789574,0.046937246743955593,193929.45009780282,7095562.659083672,275.0222123762918,737.6916700085477,226.9113428192056,0.4940193579854861,0.5129080759329824,12.746063743686113,169.87274354151663,904.6272253557821,5278.871294887493,7403.51363284335,279.52711300845533,104.26132656106176,31.878352431378715,4.138800368678698,1.1106892471245615,899.0081205553552,212.88349639150414,909.4788846533361,5701.28274499874,66113.86141170253,18.604373873698762
563.4434523703138,255.850746023108,25.515249826297232,131.92833503465582,1365.188101176041,631.2718362704135,330.048506287053,21736.18388260032,543553.7758505761,307.0092680363548,74.21194971850498,14.80525945302257,1.0976002837120586,2.3500790005330163,121.9077421084421,520.6678356956791,505.61827355770293,8514.049067256332,172445.3087393635,12.374202363697776,467.2098029793468,244.2260580505982,169.68868696145725,1545.7312921854275,10497.597804312445,14492.107073104546,2.2608176883165854,189548.58168131998,6947462.655196794,293.8749934174741,646.3041079863256,271.46311898974716,4.274892603705097,9.740584204702284,267.3659671345638,105.65255992902728,1782.5612052359609,27863.762763253057,646966.0890144556,310.9150999875314,179.09430500697874,44.295967605926194,5.444602211944289,10.357667262820314,531.1411984064032,1839.3519384640438,1785.1989840919423,32667.042629847136,853776.4406801914,31.13957981159251
563.9267168234173,289.71334265147834,25.843816456641964,131.1399121221117,1620.668552010455,915.1096816443853,228.02993508130152,20446.94903154517,509903.52363301016,326.56864029503265,68.4059378890141,7.437054465867293,0.38322618804029196,0.1966213715432431,298.40720091486753,9.25338175305347,297.2741384778193,2240.6995297352364,15715.042876003585,6.504581449458883,468.8464567425033,288.88,171.31782876332997,1546.079164104661,10774.1935484048,16247.712549282038,4.24599244250421,191982.7584359155,7148217.158935244,325.08550486818757,631.2471782115149,295.2059446558082,1.6145634510910716,0.4590885749041562,838.5085862149991,50.60668836939274,820.965813455099,5159.373130198209,45716.78167666728,329.838301806758,162.40072146901161,23.384851322585405,1.1551312574575583,0.7282997137886702,825.6880733944821,28.70059072691678,821.6184175568927,7528.476242196795,51772.62960395405,18.852270180105677
624.2908612974824,320.4268184134066,36.758773321441375,122.52912907701379,1373.454349955917,922.8785609672001,81.4166444101383,19599.43950962939,505695.1344622074,352.0472226855309,15.056502855091296,7.991990826617099,34.53829026024574,40.41127173142911,117.88314691401409,21.139865189859506,84.75027503874,879.5882237470873,11001.897523138483,8.391737402335949,597.5056485088655,317.60285128220596,165.57328871147146,1427.1115996793906,10507.526885293762,16234.064516155744,1.7025919764407584,192728.22906996674,7144326.447891694,344.09570955088515,643.3296200238258,321.13459444201607,109.33378117137602,31.730441914091077,167.90072680718848,87.30393607581776,261.74055473665277,1619.0455699999259,19155.944420480802,351.6931584166988,45.82397151496025,20.59064982658731,114.618889029601,150.96721747824583,421.7468770977091,79.04587155963573,264.9365593045099,3242.6780479472495,29102.50339131809,21.696922107348882
493.5724049028972,376.9278491779073,20.44106535919514,67.9715046901419,1287.4894948332449,874.6081481648259,224.80370947915196,20441.39501144031,538814.6480684786,400.2689519280968,145.35803241981085,26.923571020731924,22.104162909565563,268.1294784814404,136.01853861739775,306.7660718530397,268.2471537488347,5902.7485328914,201234.0930976045,22.193137499439377,260.725909721301,343.83000000000004,72.12356020700614,0.0,10322.580645664591,14983.870968796266,0.5216207773675583,177429.4655341133,6959643.047304647,370.52000000000004,643.6536335638913,420.507445724222,17.232081121329536,9.945720672324555,146.15384526494054,509.3222846996606,1269.3695173787974,18468.02705867326,1126576.831790543,423.9447293069217,382.9277238425903,93.73635239099917,115.96691748401985,1556.29409591587,584.9462351846335,1751.2577675429575,1273.7464931457278,35390.423072474034,1321206.7913484266,67.52420254845691
